composition
"La0.5 Li0.375 Na0.125 Ti1 O3"
"Li7 La3 Zr2 O12"
"Li1 Sr2 Ti2 Nb1 O9"
"Li0.3 Sr0.6 Ti0.35 Fe0.15 Ta0.5 O3"
"Li1 P0.9 I0.1 O2.7"
"Li6 Ba1 La2 Ta2 O12"
"Li10 Ge1 P2 S12"
"Li0.27 La0.59 Ti1 O3"
"Y0.8 P1 O4 Li0.6"
"Li3 O1 Cl0.5 Br0.5"
"Li1.4 S2.2 P0.6"
"Li3 P0.2 V0.8 O4"
"Li6 Ni1 Br3"
"Li2 Mg2 Mo3 O12"
"Li1.4 Al0.4 Ge1.072 Ti0.528 P3 O12"
"Li5 La3 Bi2 O12"
"Li6.17 P0.83 Si0.17 S5 Br1"
"Li1 F1"
"Li1.2 Ga0.2 Ti1.8 P3 O12"
"Li1.9 Mg0.1 Ti1 O3.05"
"Li1 Al1 H4"
"Li100 O175 Se25 B50"
"Li1 Al1 Sb1 P3 O12"
"Li0.5 Cl0.5 P1 O2.5"
"Li6.2 La3 Zr1.2 Sb0.8 O12"
"Li3.6 Ge0.4 P0.6 S4"
"Li18 S9 La1 O1 I1"
"Li3 Cr1 Mo3 O12"
"Li4 Al0.33 Si0.33 P0.33 O4"
"Li1.6 Cr0.6 Ti1.4 P3 O12"
"Li0.5 Hf1.5 Ta0.5 P3 O12"
"Li1.5 Mg2.5 V0.5 Mo2.5 O12"
"Li5.5 La3 Nb1.75 In0.25 O12"
"Li1 Ta2 P1 O8"
"Li3 Sc2 P3 O12"
"Li0.022 La0.117 Ti0.208 Al0.001 O0.626"
"Li3.09 B1 O2.53 N0.52"
"Sm0.25 Li0.25 Ta1 O3"
"Li2.2 Zn0.1 Zr0.9 S3"
"Li14 S7 La3 O3 I3"
"Li4.8 Al0.8 Si0.2 S4"
"Li4 Nd3 Te1 Sb1 O12"
"Li2 O1 H1 Cl1"
"Li2.1 O1 H0.9 Cl1"
"Li3 P1"
"Li0.25 La0.66 Ti0.75 Al0.25 O3"
"Li1 Ga1 Si1 O4"
"Li1 Fe1 P1 O4"
"Li1 P0.65 I0.35 O1.95"
"Li6 Fe1 Cl8"
"Y0.9 P1 O4 Li0.3"
"Li0.83 Mg0.83 In0.17 P1 O4"
"Li6 Mg1 La2 Ta2 O12"
"Y0.7 P1 O4 Li0.9"
"La0.303 Li0.09 Nb1 O3"
"Li120 O200 F20 P60"
"Li33.2 O183.4 Si83.4"
"Li3 P0.8 V0.2 O4"
"Li4.2 Ge0.8 Ga0.2 S4"
"Li1 S2.4 P0.4 Sb0.6"
"Li5 P1 S4 B2 H8"
"Li0.96 Ga0.96 Si2.04 O6"
"Li2 Cr1 Hf1 P3 O12"
"Li3 Al1 S3"
"Li2 S1 La1 O1 I1"
"Li1.75 S1.5 P0.25"
"Li1.05 Al0.05 Ti1.95 P1 O4"
"Li0.8 S1.66 Ga0.12 Ge0.54"
"Li6 Si1 O4 Cl2"
"Li2.7 O1 H0.3 Cl1"
"Li1 S1.55 Ga0.1 Ge0.45"
"Li9 Si1 Al1 O8"
"Li1 Fe1 Ta1 P3 O12"
"Li2.5 Cr1.5 Hf0.5 P3 O12"
"Li0.6 S2.96 P0.56 Sb0.84"
"Li1 I1"
"Li2.8 In1.8 Ti0.2 P3 O12"
"Li2 N1 H1"
"Li2 Ge7 O15"
"Li2 Ca1 N2 H2"
"Li7 Ge3 P1 S12"
"Li3 Nd3 Te2 O12"
"Li1.45 Al0.45 Ti1.55 P1 O4"
"Li0.6 S1.77 Ga0.14 Ge0.63"
"Li3.6 Ge0.6 V0.4 O4"
"Li4 B7 O12 Cl1"
"Li2 Mg1 Zr1 O4"
"Li2.4 O1 H0.6 Cl1"
"Li0.1 Zr1.1 Nb0.9 P3 O12"
"Li4 S2 La5 O5 I5"
"Li6.55 La3 Zr2 Ga0.9 O12"
"Li4 B1 N3 H10"
"Li133 S135 P34 B33 H132"
"Li0.8 S2.68 P0.48 Sb0.72"
"Li7 La3 Sn2 O12"
"Li5 N1 I2"
